Customer ID,Age,Preferred Platform,Order Frequency,Order Type,Delivery Time Preference,Delivery Speed Preference,Satisfaction Rating,Payment Method,Discount Usage,Restaurant Rating,Order Size
CUST0221,52,Swiggy,Occasionally,Beverages,Afternoon,Medium,2.198941337176454,Credit Card,Yes,3.838350126268685,Large
CUST0222,64,Swiggy,Daily,Desserts,Afternoon,Fast,4.1773866389156655,Credit Card,No,2.8301300005505676,Medium
CUST0223,62,Swiggy,Monthly,Healthy Food,Morning,Slow,3.7182357103988566,Credit Card,No,1.6547778718816462,Medium
CUST0224,30,Zomato,Monthly,Beverages,Night,Slow,4.67400649021069,Debit Card,Yes,1.550243837889544,Large
CUST0225,63,Uber Eats,Daily,Fast Food,Afternoon,Medium,4.74670593246004,UPI,No,3.7838221038115534,Large
CUST0226,37,Zomato,Monthly,Fast Food,Night,Slow,3.8711648876243916,UPI,Yes,2.1643262772923135,Medium
CUST0227,43,Uber Eats,Monthly,Fast Food,Afternoon,Fast,4.660471658237714,Credit Card,Yes,1.5792915287544234,Small
CUST0228,60,Swiggy,Weekly,Healthy Food,Evening,Slow,4.96115702656768,UPI,Yes,1.87254589213009,Large
CUST0229,59,Zomato,Weekly,Beverages,Morning,Medium,3.330907911304213,Cash on Delivery,No,3.9935300706522185,Large
CUST0230,41,Swiggy,Monthly,Fast Food,Night,Medium,3.445963024688412,Credit Card,No,3.9412755862247346,Small
CUST0231,46,Zomato,Weekly,Healthy Food,Morning,Medium,3.041695517426652,Cash on Delivery,Yes,1.0365300584502748,Small
CUST0232,51,Swiggy,Daily,Healthy Food,Morning,Slow,4.390546981321444,UPI,Yes,3.9038300471347953,Large
CUST0233,46,Uber Eats,Weekly,Beverages,Night,Medium,4.410020717805167,UPI,No,3.302728387771482,Large
CUST0234,25,Swiggy,Weekly,Fast Food,Night,Fast,1.249642234123435,Cash on Delivery,Yes,3.7132712240665926,Large
CUST0235,33,Uber Eats,Weekly,Fast Food,Afternoon,Fast,4.604302780296955,UPI,Yes,4.953936751438103,Large
CUST0236,32,Swiggy,Occasionally,Desserts,Night,Slow,4.871598066482761,Credit Card,No,1.590421836869591,Small
CUST0237,22,Swiggy,Daily,Fast Food,Morning,Slow,1.0033732564256823,Debit Card,No,4.8015926177114405,Medium
CUST0238,39,Uber Eats,Monthly,Beverages,Morning,Fast,3.240121031425991,Debit Card,Yes,2.708444257958092,Large
CUST0239,19,Uber Eats,Monthly,Healthy Food,Night,Fast,4.9147849190010025,Debit Card,No,4.3666403641767175,Large
CUST0240,55,Zomato,Occasionally,Beverages,Night,Fast,1.4387932676448774,UPI,No,4.703941346893654,Large
CUST0241,53,Swiggy,Weekly,Fast Food,Afternoon,Fast,2.1288369853997122,Credit Card,Yes,1.3841909276123001,Large
CUST0242,32,Zomato,Daily,Healthy Food,Afternoon,Fast,1.124738968468939,Credit Card,Yes,4.896635039862268,Large
CUST0243,55,Zomato,Daily,Beverages,Afternoon,Fast,2.7268620044655165,UPI,Yes,1.7185315175373312,Medium
CUST0244,32,Uber Eats,Monthly,Fast Food,Morning,Fast,3.3606554983338213,Credit Card,No,1.2098884617491614,Small
CUST0245,18,Uber Eats,Occasionally,Fast Food,Night,Medium,3.5008572136797698,UPI,Yes,4.921107039315556,Small
CUST0246,22,Swiggy,Occasionally,Fast Food,Evening,Fast,3.847094606840301,Debit Card,No,3.600391219213182,Medium
CUST0247,63,Zomato,Occasionally,Desserts,Night,Fast,2.6241306180228303,Credit Card,No,3.3735695610589214,Small
CUST0248,58,Swiggy,Occasionally,Desserts,Night,Fast,2.7407601936196917,UPI,Yes,4.878907893555413,Medium
CUST0249,21,Zomato,Daily,Desserts,Afternoon,Slow,1.8448642987754211,Credit Card,Yes,3.5078901863858225,Medium
CUST0250,32,Uber Eats,Weekly,Healthy Food,Evening,Slow,1.6936404250523869,Cash on Delivery,Yes,2.6159759832918943,Small
CUST0251,22,Swiggy,Monthly,Beverages,Night,Medium,1.5562754627533804,Cash on Delivery,Yes,1.135971311295108,Large
CUST0252,20,Zomato,Daily,Healthy Food,Evening,Slow,3.221686315077396,Cash on Delivery,Yes,1.9634216844035621,Medium
CUST0253,39,Uber Eats,Occasionally,Healthy Food,Evening,Medium,4.3733106829071655,UPI,Yes,2.9545035750475406,Medium
CUST0254,22,Zomato,Occasionally,Fast Food,Night,Slow,2.441151554583391,Credit Card,Yes,3.751936423663958,Large
CUST0255,50,Swiggy,Monthly,Fast Food,Afternoon,Slow,2.668941979237416,Cash on Delivery,No,4.818221454992503,Large
CUST0256,33,Uber Eats,Weekly,Healthy Food,Afternoon,Slow,2.153883486910344,Credit Card,Yes,3.6111878676772187,Small
CUST0257,35,Zomato,Weekly,Beverages,Night,Slow,4.490942766370358,UPI,No,2.5014865629628242,Medium
CUST0258,60,Zomato,Weekly,Desserts,Evening,Medium,1.5021966139756873,Cash on Delivery,Yes,3.7671793994654403,Small
CUST0259,49,Swiggy,Occasionally,Healthy Food,Evening,Fast,1.0464110097809431,Cash on Delivery,Yes,4.181300838909623,Large
CUST0260,31,Swiggy,Daily,Healthy Food,Afternoon,Medium,3.5935569708260235,UPI,No,3.634075405884121,Medium
CUST0261,52,Swiggy,Daily,Beverages,Afternoon,Fast,1.575983545820094,Credit Card,No,4.110923244466596,Large
CUST0262,26,Uber Eats,Weekly,Beverages,Afternoon,Slow,4.5395547296613845,Cash on Delivery,Yes,4.459583157843207,Large
CUST0263,64,Uber Eats,Monthly,Healthy Food,Evening,Slow,3.6317067872504922,Credit Card,No,3.6012437457472357,Small
CUST0264,54,Swiggy,Weekly,Fast Food,Evening,Fast,4.8999001082842835,Debit Card,Yes,2.100864161024496,Small
CUST0265,54,Uber Eats,Weekly,Fast Food,Afternoon,Fast,1.5431029821832012,UPI,No,3.61278189555163,Small
CUST0266,48,Zomato,Monthly,Healthy Food,Afternoon,Fast,1.5488810730648903,Cash on Delivery,No,2.4692922237993007,Large
CUST0267,33,Swiggy,Weekly,Fast Food,Evening,Slow,4.223766458507045,UPI,No,1.4800015424677024,Small
CUST0268,48,Uber Eats,Monthly,Beverages,Morning,Medium,4.440611048222442,Debit Card,No,1.3305479622498617,Medium
CUST0269,44,Uber Eats,Monthly,Desserts,Evening,Fast,4.57432987656976,UPI,Yes,2.9568737638416684,Large
CUST0270,30,Swiggy,Daily,Beverages,Night,Medium,3.7815620781311243,UPI,No,3.6751688393497,Large
CUST0271,24,Swiggy,Monthly,Desserts,Night,Slow,4.72124404983831,Cash on Delivery,No,3.0389939911644173,Small
CUST0272,24,Uber Eats,Weekly,Healthy Food,Evening,Fast,3.4929939263998677,Debit Card,No,1.092107045258596,Large
CUST0273,60,Uber Eats,Monthly,Healthy Food,Night,Medium,2.817577436846939,Cash on Delivery,Yes,3.291927635292689,Medium
CUST0274,45,Swiggy,Weekly,Desserts,Morning,Slow,2.6964987382903702,Credit Card,Yes,3.2905222618430363,Small
CUST0275,40,Uber Eats,Monthly,Fast Food,Morning,Slow,4.28028569966691,Debit Card,Yes,2.094899228028233,Medium
CUST0276,45,Zomato,Daily,Healthy Food,Morning,Medium,2.5388588713201052,UPI,No,3.981437179283894,Small
CUST0277,44,Uber Eats,Weekly,Desserts,Night,Medium,1.9029636736449906,UPI,No,4.177374857451886,Small
CUST0278,47,Zomato,Weekly,Fast Food,Afternoon,Slow,2.6990874291829243,Credit Card,No,1.7243863756644688,Large
CUST0279,64,Zomato,Weekly,Desserts,Morning,Fast,1.0297199659925251,UPI,No,2.9367659091935807,Large
CUST0280,21,Uber Eats,Monthly,Healthy Food,Morning,Slow,2.9926278545500002,Cash on Delivery,Yes,3.5783865959267906,Small
CUST0281,61,Uber Eats,Daily,Healthy Food,Afternoon,Medium,3.923653520248829,Debit Card,No,2.7346259146441025,Medium
CUST0282,59,Swiggy,Daily,Beverages,Evening,Slow,3.8485199958601237,Credit Card,Yes,3.2856923975120913,Medium
CUST0283,59,Zomato,Daily,Desserts,Afternoon,Fast,2.0770017925154507,Credit Card,No,1.3977650202879004,Small
CUST0284,24,Uber Eats,Daily,Fast Food,Evening,Slow,4.7062578066040945,UPI,Yes,1.253993204646353,Medium
CUST0285,21,Zomato,Monthly,Healthy Food,Evening,Fast,3.305409412591756,UPI,Yes,4.635522093242719,Medium
CUST0286,43,Swiggy,Weekly,Beverages,Afternoon,Medium,1.1338475042055083,Credit Card,Yes,4.180899308249684,Large
CUST0287,64,Zomato,Occasionally,Beverages,Morning,Fast,1.1514601280733814,Cash on Delivery,No,1.7395593942800316,Small
CUST0288,39,Uber Eats,Daily,Fast Food,Evening,Fast,2.9330725283885757,Cash on Delivery,Yes,4.251471748970207,Large
CUST0289,24,Uber Eats,Occasionally,Healthy Food,Afternoon,Slow,2.4743143949855675,Debit Card,Yes,1.078985553794996,Medium
CUST0290,33,Zomato,Monthly,Beverages,Morning,Fast,3.3210751259783775,UPI,Yes,3.224240655227388,Large
CUST0291,30,Swiggy,Monthly,Fast Food,Evening,Fast,4.846950998619118,Credit Card,Yes,3.1456671590648457,Medium
CUST0292,30,Zomato,Occasionally,Fast Food,Night,Slow,1.3202524227526031,UPI,No,4.2487850347187415,Medium
CUST0293,52,Uber Eats,Weekly,Desserts,Morning,Fast,3.92074187789241,UPI,No,2.9542530496100086,Medium
CUST0294,46,Swiggy,Occasionally,Desserts,Afternoon,Slow,3.105632215248915,Cash on Delivery,Yes,3.0756044637305715,Medium
CUST0295,26,Zomato,Monthly,Healthy Food,Night,Medium,4.437402635326039,UPI,Yes,3.3388861578399474,Medium
CUST0296,45,Zomato,Occasionally,Beverages,Afternoon,Fast,4.002328836288148,Debit Card,Yes,3.8549964970000863,Large
CUST0297,29,Swiggy,Daily,Beverages,Evening,Fast,2.117681487349758,Cash on Delivery,No,4.160270769944807,Medium
CUST0298,35,Zomato,Daily,Desserts,Morning,Slow,3.0677981996010124,Cash on Delivery,No,1.496357314393169,Large
CUST0299,47,Swiggy,Weekly,Healthy Food,Night,Slow,3.0934271779631217,UPI,Yes,4.0119527640182895,Medium
CUST0300,33,Swiggy,Occasionally,Beverages,Night,Fast,3.440282436860989,Cash on Delivery,No,4.8627241748148915,Small
CUST0301,22,Swiggy,Occasionally,Fast Food,Night,Slow,1.9809252164498439,Debit Card,No,4.590409192959251,Small
CUST0302,46,Swiggy,Occasionally,Fast Food,Evening,Slow,3.522651396444026,Credit Card,Yes,1.7226566929222176,Medium
CUST0303,53,Zomato,Occasionally,Fast Food,Morning,Fast,3.6549477565411044,Debit Card,Yes,3.3964104263548816,Medium
CUST0304,24,Zomato,Weekly,Fast Food,Morning,Slow,3.674868556203899,Cash on Delivery,No,1.7197502257026431,Medium
CUST0305,21,Uber Eats,Monthly,Desserts,Evening,Slow,3.736296076586475,Debit Card,Yes,3.2188870742092393,Small
CUST0306,59,Swiggy,Weekly,Healthy Food,Afternoon,Slow,3.1567888497739505,Cash on Delivery,No,4.202051887342217,Large
CUST0307,52,Uber Eats,Monthly,Fast Food,Night,Medium,3.3185137603431856,UPI,Yes,1.4921812128765333,Large
CUST0308,18,Uber Eats,Monthly,Fast Food,Afternoon,Slow,3.452156455897518,Cash on Delivery,No,1.515263962003023,Small
CUST0309,23,Zomato,Monthly,Beverages,Evening,Fast,4.614341090427224,Credit Card,Yes,1.8249196008634714,Large
CUST0310,33,Zomato,Occasionally,Desserts,Afternoon,Slow,3.1401330464639403,Debit Card,Yes,1.6448410477584874,Medium
CUST0311,28,Zomato,Weekly,Beverages,Afternoon,Slow,1.0431336006185057,UPI,No,3.249984838269963,Medium
CUST0312,44,Zomato,Monthly,Beverages,Evening,Medium,2.816139087458345,Cash on Delivery,Yes,4.405800424607657,Medium
CUST0313,49,Uber Eats,Daily,Beverages,Night,Slow,4.624220325625908,Debit Card,No,1.140021118063042,Large
CUST0314,48,Swiggy,Monthly,Fast Food,Afternoon,Medium,3.295861206466393,Debit Card,Yes,4.919713739297304,Large
CUST0315,31,Uber Eats,Weekly,Healthy Food,Morning,Slow,2.3260559565131693,Debit Card,Yes,3.0245932429605102,Large
CUST0316,43,Uber Eats,Occasionally,Desserts,Afternoon,Slow,2.411658166664281,UPI,Yes,2.4542385627709673,Medium
CUST0317,21,Zomato,Daily,Fast Food,Afternoon,Medium,4.911042058414912,Cash on Delivery,Yes,3.177708601105308,Large
CUST0318,28,Swiggy,Monthly,Desserts,Morning,Fast,2.178471782481922,Cash on Delivery,No,2.6922053091854776,Medium
CUST0319,42,Uber Eats,Occasionally,Fast Food,Night,Fast,1.6700326512851187,UPI,No,4.780913938825112,Large
CUST0320,18,Zomato,Weekly,Healthy Food,Morning,Fast,3.7802046514411125,Credit Card,Yes,1.0003422572713219,Large
CUST0321,42,Zomato,Weekly,Healthy Food,Night,Slow,3.3905460759826087,Debit Card,Yes,2.202399910872169,Small
CUST0322,34,Swiggy,Daily,Desserts,Evening,Medium,2.2162833728483826,Cash on Delivery,Yes,4.784858463579255,Small
CUST0323,47,Uber Eats,Daily,Beverages,Evening,Slow,4.140086220613309,UPI,No,3.077772286671981,Small
CUST0324,36,Swiggy,Monthly,Fast Food,Afternoon,Medium,2.0417725462143945,UPI,Yes,4.131207296055461,Small
CUST0325,45,Swiggy,Occasionally,Desserts,Afternoon,Slow,3.517200215851084,Debit Card,No,3.636630312624645,Large
CUST0326,62,Swiggy,Occasionally,Beverages,Evening,Fast,3.3125643482529887,UPI,No,2.779681150312872,Small
CUST0327,64,Uber Eats,Weekly,Healthy Food,Morning,Slow,3.2914399818068705,Debit Card,Yes,3.3082858768237475,Large
CUST0328,53,Zomato,Weekly,Fast Food,Evening,Slow,3.625279545496846,Cash on Delivery,Yes,3.7804059777538788,Medium
CUST0329,60,Swiggy,Monthly,Healthy Food,Night,Medium,2.1670128348140647,Debit Card,Yes,3.0906650397414905,Small
CUST0330,63,Swiggy,Monthly,Fast Food,Afternoon,Medium,3.9495203085040154,Credit Card,Yes,4.944078087711249,Medium
CUST0331,49,Uber Eats,Weekly,Beverages,Morning,Medium,1.109192350113858,Debit Card,No,2.4084685029438773,Large
CUST0332,27,Uber Eats,Weekly,Fast Food,Afternoon,Slow,2.939040752724116,Debit Card,No,3.152837947326611,Large
CUST0333,30,Zomato,Occasionally,Beverages,Evening,Medium,1.507285341787222,Credit Card,No,1.8393580224493236,Large
CUST0334,36,Zomato,Occasionally,Fast Food,Morning,Medium,1.3074490383698119,Debit Card,Yes,1.3960365254466827,Small
CUST0335,31,Swiggy,Occasionally,Desserts,Evening,Medium,4.135051288540625,UPI,No,4.279053182743059,Large
CUST0336,21,Swiggy,Monthly,Healthy Food,Night,Slow,2.00820389784988,Cash on Delivery,Yes,1.9484014224032742,Medium
CUST0337,55,Uber Eats,Occasionally,Fast Food,Evening,Medium,3.463191040783284,Cash on Delivery,Yes,1.7522946042319334,Large
CUST0338,65,Swiggy,Daily,Fast Food,Morning,Slow,2.100868459280085,Cash on Delivery,No,2.1988369183565726,Large
CUST0339,52,Uber Eats,Daily,Healthy Food,Evening,Medium,2.0278228823603093,Cash on Delivery,No,4.330511218762783,Small
CUST0340,21,Swiggy,Occasionally,Fast Food,Afternoon,Slow,3.9657166633471665,Credit Card,No,4.829691712087631,Large
CUST0341,65,Uber Eats,Occasionally,Healthy Food,Afternoon,Fast,3.415286158758814,Debit Card,No,3.408577548029143,Medium
CUST0342,38,Swiggy,Weekly,Beverages,Morning,Slow,4.640525954716507,Debit Card,Yes,1.8641598699028235,Medium
CUST0343,21,Swiggy,Weekly,Desserts,Afternoon,Slow,3.9558689341287496,UPI,No,2.4362606488882217,Small
CUST0344,21,Swiggy,Monthly,Desserts,Night,Fast,3.636622561414634,Debit Card,Yes,1.5139684596390843,Small
CUST0345,55,Zomato,Daily,Healthy Food,Night,Medium,2.4790673198652473,Credit Card,No,3.4892509705428782,Medium
CUST0346,48,Swiggy,Daily,Desserts,Morning,Slow,1.70159745994963,UPI,No,1.2974386379077614,Large
CUST0347,50,Swiggy,Monthly,Healthy Food,Evening,Slow,4.130110821150984,UPI,Yes,2.0198694843254814,Medium
CUST0348,51,Zomato,Occasionally,Desserts,Afternoon,Medium,1.944783523229316,Debit Card,Yes,2.5271292522480766,Small
CUST0349,28,Zomato,Occasionally,Fast Food,Afternoon,Medium,1.7232367634586097,Credit Card,Yes,4.614639734128694,Small
CUST0350,21,Swiggy,Monthly,Fast Food,Evening,Medium,3.1095554191474446,Cash on Delivery,Yes,2.600237502338521,Medium
CUST0351,50,Uber Eats,Daily,Desserts,Evening,Medium,1.132362107719421,Credit Card,Yes,1.3330163045150183,Small
CUST0352,23,Swiggy,Daily,Beverages,Evening,Medium,4.936286630761667,Credit Card,Yes,2.016717573300769,Medium
CUST0353,29,Uber Eats,Occasionally,Desserts,Evening,Fast,4.869382534774251,Credit Card,Yes,2.701373456126431,Medium
CUST0354,22,Swiggy,Weekly,Fast Food,Afternoon,Slow,3.382176367459948,UPI,No,3.778061483599065,Medium
CUST0355,56,Uber Eats,Monthly,Desserts,Night,Fast,4.286895071093747,UPI,No,3.1436172784496215,Large
CUST0356,22,Swiggy,Monthly,Fast Food,Morning,Medium,4.350456878422149,Credit Card,No,1.282232184099203,Large
CUST0357,61,Zomato,Occasionally,Beverages,Morning,Slow,4.011045187520551,Cash on Delivery,No,3.930699594897022,Large
CUST0358,33,Uber Eats,Monthly,Beverages,Evening,Fast,2.6517915061225827,UPI,No,4.98143707612514,Medium
CUST0359,43,Swiggy,Daily,Desserts,Night,Slow,2.5326679717882703,Credit Card,Yes,3.787211735414601,Small
CUST0360,25,Swiggy,Occasionally,Fast Food,Afternoon,Fast,3.642669154411107,Cash on Delivery,Yes,1.7705096815361072,Medium
CUST0361,54,Zomato,Daily,Beverages,Afternoon,Medium,3.903996367382248,Debit Card,Yes,2.4885690380228205,Small
CUST0362,33,Uber Eats,Weekly,Healthy Food,Morning,Fast,1.6691330436127405,Debit Card,Yes,3.629272212021682,Large
CUST0363,55,Uber Eats,Monthly,Desserts,Evening,Medium,3.3110295752990573,Credit Card,Yes,4.282032832843883,Medium
CUST0364,56,Uber Eats,Monthly,Healthy Food,Night,Fast,4.3673321409546055,Credit Card,Yes,3.4197787691367587,Medium
CUST0365,20,Zomato,Daily,Desserts,Morning,Fast,1.2173031461912718,UPI,No,2.678745890306467,Large
CUST0366,57,Uber Eats,Occasionally,Fast Food,Night,Medium,2.0575819836701132,Cash on Delivery,No,1.6139656399595834,Medium
CUST0367,23,Uber Eats,Occasionally,Fast Food,Evening,Fast,4.278124037861656,Credit Card,No,4.9697959657843125,Medium
CUST0368,44,Swiggy,Monthly,Healthy Food,Evening,Slow,1.2100927879691241,Debit Card,No,2.7345085256976454,Medium
CUST0369,60,Swiggy,Daily,Fast Food,Morning,Medium,2.8560597121341464,Credit Card,Yes,1.1036394525771644,Large
CUST0370,55,Zomato,Weekly,Fast Food,Evening,Slow,2.904927769344065,UPI,Yes,3.414428986534407,Small
CUST0371,54,Uber Eats,Daily,Fast Food,Night,Slow,2.9050649626895946,UPI,No,1.3100983879007466,Small
CUST0372,51,Swiggy,Occasionally,Healthy Food,Night,Slow,4.793007098210688,Cash on Delivery,No,1.4984848955711771,Medium
CUST0373,38,Zomato,Monthly,Fast Food,Morning,Slow,4.689836994782711,Debit Card,No,1.4399605299228204,Small
CUST0374,34,Uber Eats,Monthly,Beverages,Evening,Slow,1.934645246857428,Cash on Delivery,No,3.19347513934318,Small
CUST0375,31,Zomato,Monthly,Desserts,Afternoon,Fast,3.7340398343088568,Debit Card,No,1.2638374367164822,Small
CUST0376,60,Uber Eats,Weekly,Beverages,Evening,Fast,2.560281946497845,Debit Card,Yes,3.5607099559597417,Small
CUST0377,63,Swiggy,Weekly,Healthy Food,Morning,Fast,2.050500605855877,Credit Card,Yes,2.4512779387606796,Medium
CUST0378,38,Uber Eats,Occasionally,Healthy Food,Morning,Medium,3.1217685303174774,Debit Card,Yes,2.3340693944117707,Large
CUST0379,33,Uber Eats,Daily,Fast Food,Afternoon,Medium,2.738937318678589,Debit Card,Yes,2.093012009451676,Large
CUST0380,34,Uber Eats,Daily,Beverages,Morning,Fast,2.155168888784126,UPI,Yes,4.4754214822678975,Large
CUST0381,43,Uber Eats,Daily,Healthy Food,Morning,Fast,4.189236177468914,Cash on Delivery,No,1.9030618749155637,Medium
CUST0382,26,Zomato,Weekly,Desserts,Afternoon,Medium,2.528016378834647,Cash on Delivery,No,1.039453330574836,Medium
CUST0383,60,Uber Eats,Monthly,Healthy Food,Afternoon,Medium,2.262754498772702,UPI,Yes,2.508623927220261,Small
CUST0384,59,Zomato,Occasionally,Beverages,Night,Slow,3.121013691511044,Credit Card,Yes,4.875093943543003,Large
CUST0385,37,Uber Eats,Occasionally,Desserts,Morning,Fast,4.823482991487312,Cash on Delivery,Yes,2.5145294055874006,Medium
CUST0386,47,Uber Eats,Weekly,Desserts,Afternoon,Fast,1.389457282951836,UPI,Yes,1.4200109178642513,Small
CUST0387,38,Zomato,Weekly,Fast Food,Night,Medium,3.1251734089083714,Credit Card,No,4.702543441161618,Large
CUST0388,22,Swiggy,Monthly,Desserts,Morning,Medium,2.4153123782927883,UPI,Yes,1.702925489141812,Medium
CUST0389,18,Swiggy,Monthly,Fast Food,Afternoon,Fast,4.376957131379422,Cash on Delivery,No,3.9133096598241304,Small
CUST0390,47,Zomato,Weekly,Fast Food,Morning,Slow,3.4419422721279265,Cash on Delivery,No,2.226198213959546,Large
CUST0391,57,Uber Eats,Occasionally,Healthy Food,Night,Medium,3.6082636969791553,Debit Card,No,4.285372996532862,Large
CUST0392,54,Swiggy,Monthly,Healthy Food,Evening,Slow,2.0903623799969973,UPI,No,2.958474400506632,Medium
CUST0393,24,Uber Eats,Monthly,Fast Food,Morning,Fast,2.081304468723768,Debit Card,No,3.1158404752284348,Small
CUST0394,22,Zomato,Occasionally,Beverages,Morning,Slow,4.209265443631315,UPI,No,3.801822142963352,Large
CUST0395,52,Zomato,Monthly,Fast Food,Morning,Fast,2.021375675628879,Cash on Delivery,No,4.461593397915266,Medium
CUST0396,31,Swiggy,Occasionally,Beverages,Morning,Slow,3.336707335446887,UPI,Yes,3.2061689278797494,Small
CUST0397,50,Swiggy,Daily,Desserts,Afternoon,Medium,2.8444343737706843,UPI,Yes,3.429867777200524,Large
CUST0398,34,Uber Eats,Monthly,Desserts,Evening,Medium,3.7011644765463743,Credit Card,No,4.586280973194935,Medium
CUST0399,26,Swiggy,Monthly,Desserts,Morning,Fast,1.9671878735516501,Credit Card,Yes,1.6829896664022321,Large
CUST0400,40,Zomato,Daily,Fast Food,Afternoon,Medium,3.6875594135738696,Credit Card,No,4.786041222568539,Small
CUST0401,22,Zomato,Occasionally,Beverages,Evening,Slow,4.081989145127704,Debit Card,Yes,2.558253323455825,Medium
CUST0402,33,Zomato,Monthly,Fast Food,Night,Slow,3.0798092883052406,UPI,Yes,2.3806915523435173,Medium
CUST0403,41,Uber Eats,Daily,Desserts,Night,Slow,3.710872640916059,Cash on Delivery,Yes,3.9651885532680713,Large
CUST0404,36,Swiggy,Occasionally,Healthy Food,Night,Fast,4.9728593879913285,UPI,Yes,4.872001135013919,Small
CUST0405,28,Uber Eats,Monthly,Desserts,Night,Slow,2.253079311478512,UPI,No,3.1267285511395837,Medium
CUST0406,46,Uber Eats,Weekly,Desserts,Night,Slow,1.0423119566679553,Credit Card,Yes,3.3784679139262774,Small
CUST0407,52,Swiggy,Daily,Healthy Food,Evening,Medium,1.0339046666529623,Debit Card,Yes,4.398520064432956,Small
CUST0408,63,Zomato,Occasionally,Beverages,Morning,Fast,1.2718078199613512,Cash on Delivery,No,2.9074474749657546,Large
CUST0409,37,Swiggy,Weekly,Desserts,Night,Slow,2.6449950664549693,Cash on Delivery,No,1.5102888124901361,Small
CUST0410,57,Swiggy,Occasionally,Beverages,Morning,Slow,3.1010570557089827,Credit Card,No,1.0379898752766352,Large
CUST0411,59,Swiggy,Weekly,Healthy Food,Morning,Medium,3.7419982089383064,Cash on Delivery,Yes,3.0542616758710937,Small
CUST0412,51,Uber Eats,Weekly,Healthy Food,Morning,Fast,2.406065679175148,UPI,No,1.6219651298988738,Large
CUST0413,18,Swiggy,Daily,Healthy Food,Morning,Fast,3.9010026241331404,UPI,Yes,1.5054734391769808,Large
CUST0414,60,Zomato,Daily,Fast Food,Morning,Medium,2.0075844285809854,Credit Card,Yes,2.5152026584017504,Medium
CUST0415,53,Swiggy,Weekly,Beverages,Evening,Medium,1.1361670501142878,Debit Card,No,3.9416894992402165,Large
CUST0416,37,Zomato,Daily,Fast Food,Morning,Medium,3.477588894723096,UPI,Yes,1.211458501769353,Medium
CUST0417,60,Zomato,Occasionally,Healthy Food,Evening,Medium,1.2275276463778453,Debit Card,Yes,3.9016770910976373,Large
CUST0418,24,Zomato,Monthly,Desserts,Evening,Fast,3.376554329890177,Debit Card,No,4.8979993870899285,Small
CUST0419,26,Uber Eats,Occasionally,Fast Food,Morning,Fast,4.575867856605623,Cash on Delivery,Yes,3.8300096624352977,Medium
CUST0420,34,Uber Eats,Weekly,Desserts,Evening,Slow,1.8672988698032187,UPI,Yes,1.9964465105001694,Small
CUST0421,25,Uber Eats,Occasionally,Fast Food,Night,Slow,3.3975399028683566,Cash on Delivery,Yes,3.434811962194554,Small
CUST0422,24,Swiggy,Weekly,Beverages,Night,Slow,1.4871605249665705,Credit Card,No,3.8271470504339513,Small
CUST0423,65,Uber Eats,Occasionally,Desserts,Night,Fast,4.831181350945744,UPI,No,1.7324181031870842,Small
CUST0424,53,Swiggy,Occasionally,Fast Food,Morning,Slow,1.3455454962384943,Credit Card,Yes,4.944985102236313,Medium
CUST0425,27,Zomato,Daily,Healthy Food,Night,Slow,3.4187431374164596,Cash on Delivery,No,4.193875594993407,Small
CUST0426,35,Swiggy,Weekly,Healthy Food,Afternoon,Medium,2.5038337605117147,Cash on Delivery,Yes,3.0089169826155797,Large
CUST0427,36,Zomato,Weekly,Beverages,Afternoon,Fast,4.055431064960278,Cash on Delivery,Yes,2.103291897553692,Large
CUST0428,56,Swiggy,Monthly,Beverages,Afternoon,Medium,3.5916233529469013,UPI,Yes,2.7110603308854895,Small
CUST0429,31,Uber Eats,Occasionally,Fast Food,Night,Slow,4.212800263379976,Cash on Delivery,Yes,4.766708037807549,Small
CUST0430,63,Zomato,Occasionally,Healthy Food,Evening,Fast,1.7390744655132777,Credit Card,No,4.525550840014575,Large
CUST0431,39,Swiggy,Monthly,Desserts,Afternoon,Medium,1.4433803467647324,Debit Card,Yes,4.256093002222899,Large
CUST0432,31,Swiggy,Weekly,Fast Food,Evening,Slow,1.7370519713561454,UPI,Yes,2.2207497249732984,Large
CUST0433,61,Uber Eats,Occasionally,Fast Food,Evening,Slow,2.1782744666026703,Credit Card,No,4.431685897318788,Small
CUST0434,58,Uber Eats,Monthly,Healthy Food,Morning,Fast,3.6419113855416194,UPI,Yes,4.789818594028398,Large
CUST0435,34,Uber Eats,Monthly,Beverages,Afternoon,Medium,1.3028567027682216,Cash on Delivery,No,2.62605913789804,Medium
CUST0436,50,Swiggy,Monthly,Desserts,Morning,Slow,2.813775060257178,UPI,Yes,2.2509476496352434,Small
CUST0437,49,Uber Eats,Occasionally,Beverages,Morning,Slow,4.980989494215952,Cash on Delivery,Yes,1.3605623732410872,Large
CUST0438,34,Swiggy,Weekly,Fast Food,Morning,Fast,4.077436519473296,Credit Card,Yes,1.3178994678465488,Large
CUST0439,21,Uber Eats,Weekly,Fast Food,Night,Fast,3.7688859672365034,Credit Card,Yes,3.919812120200298,Small
CUST0440,23,Swiggy,Monthly,Healthy Food,Morning,Fast,3.6703168085181863,Debit Card,Yes,4.779467794109392,Medium
CUST0441,58,Zomato,Monthly,Beverages,Evening,Slow,4.080478439432506,Cash on Delivery,No,1.6604525022303074,Large
